ID_SEDE_IRCA;COD_DANE;MUNICIPIO;NOMBRE_SEDE_IRCA;ZONA_IRCA;DIRECCION_IRCA;NOMBRE_ABREVIADO_IRCA;TELEFONO_IRCA;ESTUDIANTES_ACTUAL;ESTUDIANTES_IRCAS;ESTUDIANTES_SEDESUESVALLE;ESTUDIANTES_MEN_REFERENCIA;FUENTE_MATRICULA_FINAL;ESTADO_COMPLEMENTO_MATRICULA;REQUIERE_VALIDACION_MATRICULA;CONECTADA_ACUEDUCTO;NOMBRE_ACUEDUCTO;IRCA_ORIGINAL;NIVEL_RIESGO_IRCA;CODIGO_SISA_ACUEDUCTO;TRATAMIENTO_EN_ESCUELA;FUENTE_ABASTO;CALIFICACION_BLOQUE_AGUA;CONCEPTO_SANITARIO;FECHA_VISITA;TIPO_CRUCE;ESTADO_CRUCE;ESTADO_GEORREFERENCIACION;OBSERVACION_CRUCE;ID_SEDESUESVALLE;INSTITUCION_INS;SEDE_INS;ESTADO_SEDE;NATURALEZA;JORNADA;NIVEL_EDUCATIVO;DIRECCION_MAPA;LONGITUD;LATITUD;LONGITUD_SEDESUESVALLE;LATITUD_SEDESUESVALLE;LONGITUD_MEN;LATITUD_MEN;FUENTE_COORDENADA;ESTADO_COORDENADA;BENEFICIARIOS_PAE_2025_1SI;TOTAL_GENERAL_INS;MEN_ANIO;MEN_ESTABLECIMIENTO;MEN_SEDE;MEN_ZONA;MEN_DIRECCION;MEN_METODO_CRUCE;MEN_SCORE_CRUCE;GRUPO_SEGUIMIENTO;RIESGO_IRCA_AGRUPADO;BRECHAS_INFORMACION;TIENE_BRECHA_INFORMACION;CALIDAD_DATO_SEDE;INDICE_PRIORIDAD_SANITARIA_ESCOLAR;NIVEL_PRIORIDAD_ANALITICA;ACCION_SUGERIDA;SCORE_PRIORIDAD;NIVEL_PRIORIDAD
460;276233000421;DAGUA;I.E. MIGUEL ANTONIO CARO SEDE ATANASIO GIRARDOT;RURAL;CORREGIMIENTO PROVIDENCIA;ATANASIO GIRARDOT;3153775091;7;7;7;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO COMUNITARIO PROVIDENCIA SECTOR LA ESTRELLA - ACUAESTRELLA;RIESGO ALTO;ALTO;343;ACUEDUCTO RURAL LA ESTRELLA;QUEBRADA SAN MIGUEL Y NACIMIENTO LA ESTRELLA;21/30;DESFAVORABLE;2026-04-25;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;263;INSTITUCION EDUCATIVA MIGUEL ANTONIO CARO;ATANASIO GIRARDOT;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;INSP PROVIDENCIA;-76.71324503;3.673472848;-76.71324503;3.673472848;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;58.89;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;3.25;BAJA
461;276233000430;DAGUA;I.E. GUILLERMO VALENCIA SEDE SAN VICENTE;RURAL;VEREDA SAN VICENTE;SAN VICENTE;3113607301;50;50;50;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE SUSCRIPTORES DEL SERVICIO DE ACUEDUCTO SAN VICENTE - AGUASANVICENTE;SIN RIESGO;SIN RIESGO;4054;ACUEDUCTO RURAL SAN VICENTE;QUEBRADA SAN RAFAEL;17,5/30;FAVORABLE CON REQUERIMIENTOS;2026-03-10;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;271;INSTITUCION EDUCATIVA GUILLERMO VALENCIA.;SAN VICENTE;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN MEDIA;CORREG SAN VICENTE;-76.67065267;3.654020754;-76.67065267;3.654020754;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;50;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;18.47;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
462;276233000243;DAGUA;I.E. EL PALMAR SEDE JOSE CELESTINO MUTIS;RURAL;VEREDA LA COLONIA;JOSE CELESTINO MUTIS;3136594610;10;10;10;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ADMINISTRACION COOPERATIVA LA CUMBRE DAGUA E.S.P.;SIN RIESGO;SIN RIESGO;110;ACUEDUCTO RURAL LA CUMBRE DAGUA;QUEBRADA SANTA ANA;20/30;FAVORABLE;2025-07-08;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;251;INSTITUCION EDUCATIVA EL PALMAR;JOSE CELESTINO MUTIS;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA LA COLONIA;-76.69944475;3.559605922;-76.69944475;3.559605922;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;10;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;10.71;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
463;276233000341;DAGUA;I.E. EL PALMAR SEDE TOMAS CIPRIANO DE MOSQUERA;RURAL;VEREDA LA VIRGEN;TOMAS CIPRIANO DE MOSQUERA;3136594610;26;26;26;17;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ADMINISTRACION COOPERATIVA LA CUMBRE DAGUA E.S.P.;SIN RIESGO;SIN RIESGO;148;ACUEDUCTO RURAL LA CUMBRE DAGUA;QUEBRADA SANTA ANA;24,5/30;FAVORABLE;2025-07-08;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;258;INSTITUCION EDUCATIVA EL PALMAR;TOMAS CIPRIANO DE MOSQUERA;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA LA VIRGEN;-76.63837588;3.586041734;-76.63837588;3.586041734;-76.64;3.59;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;26;2.019;IE EL PALMAR;TOMAS CIPRIANO DE MOSQUERA;RURAL;VDA LA VIRGEN;COINCIDENCIA_NOMBRE_FUERTE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;13.15;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
464;276233000251;DAGUA;I.E. EL PALMAR SEDE ANTONIO JOSE DE SUCRE;RURAL;VEREDA PALO ALTO;ANTONIO JOSE DE SUCRE;3113607301;7;7;7;18;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ADMINISTRACION COOPERATIVA LA CUMBRE DAGUA E.S.P.;SIN RIESGO;SIN RIESGO;110;ACUEDUCTO RURAL LA CUMBRE DAGUA;QUEBRADA SANTA ANA;17,5/30;FAVORABLE;2025-07-08;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;283;INSTITUCION EDUCATIVA EL PALMAR;ANTONIO JOSE DE SUCRE;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA PALO ALTO;-76.616469;3.60101;-76.616469;3.60101;-76.62;3.6;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;2.019;IE EL PALMAR;ANTONIO JOSE DE SUCRE;RURAL;CORREGIMIENTO EL PALMAR;COINCIDENCIA_NOMBRE_FUERTE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;9.84;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
465;276100000348;BOLIVAR;CENTRO EDUCATIVO CENT DOC ISABEL LA CATOLICA N. 8;RURAL;CGTO NARANJAL;;3233967220;58;58;58;102;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS ACUEDCUTO DE NARANJAL;RIESGO MEDIO;MEDIO;2168;ACUEDUCTO RURAL;QUEBRADA SANTA BARBARA;23.0;FAVORABLE;2025-04-10;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;134;INSTITUCION EDUCATIVA NARANJAL;ISABEL LA CATOLICA;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN MEDIA;IP NARANJAL;-76.35557327;4.353024607;-76.35557327;4.353024607;-76.36;4.35;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;58;2.019;IE NARANJAL;ISABEL LA CATOLICA;RURAL;CORREG NARANJAL;COINCIDENCIA_NOMBRE_FUERTE;0.93;PREVENTIVO;Medio;SIN_BRECHAS;NO;ALTA;37.27;MEDIA;Mantener seguimiento preventivo por matrícula significativa.;3.54;BAJA
466;276100000364;BOLIVAR;ESCUELA SAN JUAN BOSCO N. 7;RURAL;CGTO NARANJAL;;3164964964;50;50;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS ACUEDCUTO DE NARANJAL;RIESGO MEDIO;MEDIO;2168;ACUEDUCTO RURAL;QUEBRADA SANTA BARBARA;25.5;FAVORABLE CON REQUERIMIENTOS;2025-04-10;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.65;PREVENTIVO;Medio;"SIN_COORDENADA; CRUCE_PENDIENTE";SI;MEDIA;42.47;MEDIA;Mantener seguimiento preventivo por matrícula significativa.;3.59;BAJA
467;276100000372;BOLIVAR;CENTRO EDUCATIVO CENT DOC N. 6 MA INMACULADA;RURAL;CGTO LA TULIA;;3178815835;139;139;128;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS ACUEDUCTO LA TULIA;RIESGO ALTO;ALTO;1116;ACUEDUCTO RURAL;QUEBRADA SANTA BARBARA;26.0;FAVORABLE CON REQUERIMIENTOS;2025-05-14;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;100;INSTITUCION EDUCATIVA  LA TULIA;MARIA INMACULADA;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN MEDIA;CORREG DE LA TULIA;-76.2414575;4.379854616;-76.2414575;4.379854616;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;128;;;;;;SIN_COINCIDENCIA_FUERTE;0.5;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;62.46;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;6.76;ALTA
468;;BOLIVAR;I.E. NARANJAL SEDE  PRINCIPAL;RURAL;CGTO NARANJAL;;3233967220;112;112;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS ACUEDCUTO DE NARANJAL;RIESGO MEDIO;MEDIO;2168;PLANTA;QUEBRADA SANTA BARBARA;25.5;FAVORABLE CON REQUERIMIENTOS;2025-04-04;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.691;PREVENTIVO;Medio;"SIN_COORDENADA; CRUCE_PENDIENTE";SI;MEDIA;44.63;MEDIA;Mantener seguimiento preventivo por matrícula significativa.;4.31;MEDIA
469;276606000630;RESTREPO;I.E. JOSE ACEVEDO Y GOMEZ SEDE LA ALBANIA;RURAL;VDA LA ALBANIA;LA ALBANIA;3216431375;7;7;10;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE SUSCRIPTRORES DEL SISTEMA DE SUMINISTRO DE AGUA RURAL COMUNITARIA DE LA VEREDA LA ALBANIA - ASOAGUALBANIA;RIESGO ALTO;ALTO;3393;FILTRO EKOFIL;QUEBRADA SANTA BARBARA;24.5;FAVORABLE CON REQUERIMIENTOS;2026-03-26;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;652;INSTITUCION EDUCATIVA JOSE ACEVEDO Y GOMEZ;LA ALBANIA;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN MEDIA;VDA LA ALBANIA;-76.56221348;3.836577329;-76.56221348;3.836577329;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;10;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;54.69;MEDIA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;2.84;BAJA
470;;BOLIVAR;I.E NARANJAL SEDE EL PARAISO;RURAL;CGTO EL NARANJAL;;3165526198;3;0;3;10;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;SI;ASOCIACION DE USUARIOS ACUEDCUTO DE NARANJAL;RIESGO MEDIO;MEDIO;2168;ACUEDUCTO RURAL;QUEBRADA SANTA BARBARA;0.0;SIN CONCEPTO;2026-04-14;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;;135;INSTITUCION EDUCATIVA NARANJAL;EL PARAISO;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA EL ZAPOTE;-76.40294967;4.348158818;-76.40294967;4.348158818;-76.4;4.35;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;3;2.019;IE NARANJAL;PARAISO;RURAL;VDA EL ZAPOTE;COINCIDENCIA_NOMBRE_FUERTE;0.93;PREVENTIVO;Medio;SIN_BRECHAS;NO;ALTA;29.96;BAJA;Mantener seguimiento preventivo dentro de la programación regular.;1.2;BAJA
471;276126000176;CALIMA;I.E. SIMON BOLIVAR SEDE PIO XII;RURAL;VEREDA EL VERGEL;PIO XII;3238023916;11;11;11;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION COMUNITARIA ADMINISTRADORA ACUEDUCTO EL VERGEL;RIESGO MEDIO;MEDIO;;ACUEDUCTO RURAL;QUEBRADA SANTA ELENA;23/30;FAVORABLE CON REQUERIMIENTOS;2025-08-04;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;208;INSTITUCION EDUCATIVA SIMON BOLIVAR;PIO XII;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN MEDIA;CORREG EL VERGEL;-76.49967374;3.917083454;-76.49967374;3.917083454;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;11;;;;;;SIN_CANDIDATOS_MUNICIPIO;;PREVENTIVO;Medio;SIN_BRECHAS;NO;ALTA;36.54;MEDIA;Mantener seguimiento preventivo dentro de la programación regular.;2.27;BAJA
472;276736000178;SEVILLA;I.E SANTA TERESITA SEDE SANTA TERESITA;RURAL;CORREGIMIENTO SAN ANTONIO;SANTA TERESITA;3233256071;73;73;58;98;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS JUNTA ADMINISTRADORA ACUEDUCTO VEREDA SAN ANTONIO;RIESGO MEDIO;MEDIO;2167;PLANTA MODULAR;QUEBRADA SANTA ELENA;21.5;FAVORABLE CON REQUERIMIENTOS;2026-03-05;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;789;INSTITUCION EDUCATIVA SANTA TERESITA;SANTA TERESITA;ACTIVA;OFICIAL;ESPECIAL;EDUCACIÓN MEDIA;CORREG SAN ANTONIO;-75.939417;4.21624;-75.939417;4.21624;-75.94;4.22;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;58;2.019;IE SANTA TERESITA;SANTA TERESITA;RURAL;CORREG SAN ANTONIO;COINCIDENCIA_NOMBRE_FUERTE;0.93;PREVENTIVO;Medio;SIN_BRECHAS;NO;ALTA;41.48;MEDIA;Mantener seguimiento preventivo por matrícula significativa.;3.93;BAJA
473;;SEVILLA;I.E SANTA TERESITA SEDE GENERAL SANTANDER SATELITA SAN ANTONIO;RURAL;CGTO SAN ANTONIO;GENERAL SANTANDER SATELITA SAN ANTONIO;3136727127;56;56;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS JUNTA ADMINISTRADORA ACUEDUCTO VEREDA SAN ANTONIO;RIESGO MEDIO;MEDIO;2167;;QUEBRADA SANTA ELENA;21.5;FAVORABLE CON REQUERIMIENTOS;2026-03-05;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;788;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PREVENTIVO;Medio;SIN_COORDENADA;SI;MEDIA;42.77;MEDIA;Mantener seguimiento preventivo por matrícula significativa.;3.69;BAJA
474;276250000095;EL DOVIO;I.E ACERG SEDE ATANASIO GIRARDOT;RURAL;VEREDA SANTA ELENA;ATANASIO GIRARDOT;3112486643;18;18;18;17;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO RURAL SANTA ELENA;INVIABLE SANITARIAMENTE;INVIABLE SANITARIAMENTE;;ACUEDUCTO RURAL;QUEBRADA SANTA ELENA;25/30;FAVORABLE CON REQUERIMIENTOS;2025-05-15;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;403;INSTITUCION EDUCATIVA ACERG  ASOCIACION DE CENTROS EDUCATIVOS DEL CAÑON DEL RIO GARRAPATAS;ATANASIO GIRARDOT;ACTIVA;OFICIAL;UNICA;EDUCACIÓN MEDIA;VDA STA ELENA;-76.26495869;4.571672883;-76.26495869;4.571672883;-76.26;4.57;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;18;2.019;IE ACERG;ATANASIO GIRARDOT;RURAL;VDA SANTA ELENA;COINCIDENCIA_NOMBRE_FUERTE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;70.79;ALTA;Priorizar revisión técnica, validación en campo y articulación con sector educativo.;5.37;MEDIA
475;176243000026;EL AGUILA;I.E JUSTINIANO ECHAVARRIA SEDE JOSE MARIA CORDOBA;RURAL;CORREGIMIENTO VILLANUEVA;JOSE MARIA CORDOBA;3146180190;114;114;210;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS DEL ACUEDCUTO SANTA RITA - VILLANUEVA;SIN RIESGO;SIN RIESGO;3500;ACUEDUCTO RURAL VILLANUEVA;QUEBRADA SANTA RITA;22/30;FAVORABLE CON REQUERIMIENTOS;2026-02-11;COD_DANE_DUPLICADO+NOMBRE_EXACTO;CRUCE_OK_CONTROLADO;GEORREFERENCIADA;;300;INSTITUCION EDUCATIVA EL AGUILA;JOSÉ MARÍA CÓRDOBA;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN MEDIA;CRA 4 # 4-32;-76.04233103;4.910588;-76.04233103;4.910588;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;210;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.935;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;20.68;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
476;276243000080;EL AGUILA;I.E JUSTINIANO ECHAVARRIA SEDE MARCO FIDEL SUAREZ;RURAL;CORREGIMIENTO VILLANUEVA;MARCO FIDEL SUAREZ;3146180190;44;44;24;55;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS DEL ACUEDCUTO SANTA RITA - VILLANUEVA;SIN RIESGO;SIN RIESGO;3500;PLANTA COMPACTA NO FUNCIONAL;QUEBRADA SANTA RITA;22/30;FAVORABLE CON REQUERIMIENTOS;2026-02-10;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;297;INSTITUCION EDUCATIVA JUSTINIANO ECHAVARRIA;MARCO FIDEL SUAREZ;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;IP DE VILLANUEVA;-76.03639383;4.968648518;-76.03639383;4.968648518;-76.04;4.97;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;24;2.019;IE JUSTINIANO ECHAVARRIA;MARCO FIDEL SUAREZ;RURAL;CORREG VILLANUEVA;COINCIDENCIA_NOMBRE_FUERTE;0.935;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;18.13;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
477;276243000071;EL AGUILA;I.E JUSTINIANO ECHAVARRIA SEDE POLICARPA SALAVARRIETA;RURAL;CORREGIMIENTO VILLANUEVA;POLICARPA SALAVARRIETA;3146180190;32;32;45;56;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS DEL ACUEDCUTO SANTA RITA - VILLANUEVA;SIN RIESGO;SIN RIESGO;3500;PLANTA COMPACTA NO FUNCIONAL;QUEBRADA SANTA RITA;27/30;FAVORABLE CON REQUERIMIENTOS;2026-02-10;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;296;INSTITUCION EDUCATIVA JUSTINIANO ECHAVARRIA;POLICARPA SALAVARRIETA;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA SECUNDARIA;IP DE VILLANUEVA;-76.03806;4.90415;-76.03806;4.90415;-76.04;4.9;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;45;2.019;IE JUSTINIANO ECHAVARRIA;POLICARPA SALAVARRIETA;RURAL;CORREG VILLANUEVA;COINCIDENCIA_NOMBRE_FUERTE;0.94;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;17.29;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
478;276616000336;RIOFRIO;ESCUELA EL SOCORRO N. 23;RURAL;VDA GUAYABAL;;3113380969;11;11;8;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO ACUAGUAYABAL;RIESGO MEDIO;MEDIO;7591;ACUEDUTO RURAL;QUEBRADA SANTA RITA;18.0;FAVORABLE CON REQUERIMIENTOS;2025-04-08;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;676;INSTITUCION EDUCATIVA CAMILO TORRES;EL SOCORRO;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN MEDIA;VD GUAYABAL;-76.3681785;4.113718423;-76.3681785;4.113718423;-76.37;4.11;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;8;2.019;IE CAMILO TORRES;EL SOCORRO;RURAL;VDA GUAYABAL;COINCIDENCIA_NOMBRE_FUERTE;0.93;PREVENTIVO;Medio;SIN_BRECHAS;NO;ALTA;36.54;MEDIA;Mantener seguimiento preventivo dentro de la programación regular.;2.27;BAJA
479;276020000151;ALCALA;I.E ARTURO GÓMEZ JARAMILLO SEDE NUEVA GRANADA;RURAL;VEREDA EL CONGAL;NUEVA GRANADA;3136668258;4;4;4;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;COOPERATIVA MARAVELEZ ALCALA ESP (SISTEMA #1);RIESGO ALTO;ALTO;78;ACUEDUCTO RURAL;QUEBRADA SANTA TERESA - QUEBRADA TRIJILLOS;21/30;FAVORABLE CON REQUERIMIENTOS;2025-10-28;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;9;INSTITUCION EDUCATIVA ARTURO GOMEZ JARAMILLO;NUEVA GRANADA;ACTIVA;OFICIAL;UNICA;EDUCACIÓN BÁSICA PRIMARIA;IP EL CONGAL;-75.716449;4.666389;-75.716449;4.666389;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;4;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;53.42;MEDIA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;2.2;BAJA
480;276606000079;RESTREPO;I.E. JULIO FERNANDEZ MEDINA SEDE JUAN XXIII;RURAL;VDA POTRERILLO;JUAN XXIII;3113534056;6;6;5;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS DEL SISTEMA DE SUMINISTRO DE AGUA RURAL COMUNITARIA DE LAS VEREDAS AGUACATE Y POTRERILLO;SIN RIESGO;SIN RIESGO;547;FILTRO HOMELAND;QUEBRADA SINAÍ;22.5;FAVORABLE CON REQUERIMIENTOS;2026-02-11;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;646;INSTITUCION EDUCATIVA JULIO FERNANDEZ MEDINA;JUAN XXIII;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;VDA POTRERILLO;-76.5557066;3.784888952;-76.5557066;3.784888952;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;5;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;13.08;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
481;276126000028;CALIMA;I.E. SIMON BOLIVAR SEDE SAN JOSE;RURAL;VDA SAN JOSE;SAN JOSE;3167073843;4;4;4;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION JUNTA ADMINISTRADORA ACUEDUCTO VEREDA SAN JOSE;RIESGO ALTO;ALTO;3402;ACUEDUCTO RURAL;QUEBRADA SORRENTO LA PELUZA;23/30;FAVORABLE CON REQUERIMIENTOS;2026-02-20;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;210;INSTITUCION EDUCATIVA SIMON BOLIVAR;SAN JOSE;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;CORREG SAN JOSE;-76.51174951;3.958426589;-76.51174951;3.958426589;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;4;;;;;;SIN_CANDIDATOS_MUNICIPIO;;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;53.42;MEDIA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;2.2;BAJA
